id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento,motivo_rechazo
746,Marta Morales Pérez,marta.morales.perez4@example.com,Masculino,,Sonsonate,Regular,fecha_nacimiento_vacio
747,Daniela Reyes Gómez,daniela.reyes.gomez5@gmail.com,Mujer,,Sta. Ana,Pyme,fecha_nacimiento_vacio
748,Daniela Hernández Martínez,daniela.hernandez.martinez6@gmail.com,femenino,,San Salvador,PYME,fecha_nacimiento_vacio
750,Pedro Castillo Castillo,pedro.castillo.castillo1@gmail.com,m,,La Libertad,PREMIUM,fecha_nacimiento_vacio
751,José Reyes Mendoza,jose.reyes.mendoza2@example.com,nan,,SantaAna,Pyme,fecha_nacimiento_vacio
752,María García Martínez,maria.garcia.martinez3@seguro.sv,Masculino,,SS,nan,fecha_nacimiento_vacio
753,Lucía Santos Ortiz,lucia.santos.ortiz4@example.com,Mujer,,LaLibertad,PYME,fecha_nacimiento_vacio
755,Paula Aguilar Martínez,paula.aguilar.martinez6@gmail.com,femenino,,Sonsonate,vip,fecha_nacimiento_vacio
756,José Vásquez Santos,jose.vasquez.santos0@correo.com,M,,S. Miguel,Regular,fecha_nacimiento_vacio
757,Carlos Aguilar López,carlos.aguilar.lopez1@gmail.com,nan,,S. Miguel,PREMIUM,fecha_nacimiento_vacio
758,Carmen Aguilar López,carmen.aguilar.lopez2@mail.com,F,,La Libertad,Regular,fecha_nacimiento_vacio
759,Jorge Chávez Reyes,jorge.chavez.reyes3@gmail.com,Fem,,Sonsonate,PYME,fecha_nacimiento_vacio
760,Paula Pérez Reyes,paula.perez.reyes4@gmail.com,nan,,SantaAna,REGULAR,fecha_nacimiento_vacio
761,Fernanda Martínez Chávez,fernanda.martinez.chavez5@mail.com,Fem,,Sonso,nan,fecha_nacimiento_vacio
762,José Ortiz García,jose.ortiz.garcia6@gmail.com,Mujer,,Sonsonate,PREMIUM,fecha_nacimiento_vacio
763,Ricardo Mendoza López,ricardo.mendoza.lopez0@gmail.com,Fem,,san miguel,PREMIUM,fecha_nacimiento_vacio
765,Marta Rojas Gómez,marta.rojas.gomez2@gmail.com,femenino,,San Miguel,vip,fecha_nacimiento_vacio
766,José Ortiz Gómez,jose.ortiz.gomez3@example.com,M,,SanMiguel,Premium,fecha_nacimiento_vacio
767,Juan Torres Reyes,juan.torres.reyes4@mail.com,Female,,SS,Premium,fecha_nacimiento_vacio
768,Andrés Reyes Flores,andres.reyes.flores5@mail.com,F,,Santa Ana,nan,fecha_nacimiento_vacio
769,Diego Aguilar Mendoza,diego.aguilar.mendoza6@mail.com,Female,,SanMiguel,nan,fecha_nacimiento_vacio
770,Andrés García Aguilar,andres.garcia.aguilar0@correo.com,F,,Sonsonate,vip,fecha_nacimiento_vacio
772,Fernanda Gómez Cruz,fernanda.gomez.cruz2@gmail.com,nan,,SanSalvador,nan,fecha_nacimiento_vacio
774,Sofía Santos Mendoza,sofia.santos.mendoza4@gmail.com,Mujer,,San Miguel,Pyme,fecha_nacimiento_vacio
776,Paula Flores Cruz,paula.flores.cruz6@example.com,Masculino,,Sonso,VIP,fecha_nacimiento_vacio
778,María García Ortiz,maria.garcia.ortiz1@seguro.sv,m,,SanMiguel,nan,fecha_nacimiento_vacio
779,Pedro Morales Gómez,pedro.morales.gomez2@mail.com,M,,san miguel,PYME,fecha_nacimiento_vacio
780,Ana Cruz López,ana.cruz.lopez3@example.com,Masculino,,Sonso,PREMIUM,fecha_nacimiento_vacio
781,Diego Aguilar Vásquez,diego.aguilar.vasquez4@gmail.com,Masculino,,SantaAna,vip,fecha_nacimiento_vacio
783,María Santos Pérez,maria.santos.perez6@example.com,Mujer,,Sonso,PREMIUM,fecha_nacimiento_vacio
784,Ana Ortiz Torres,ana.ortiz.torres0@seguro.sv,F,,SS,Pyme,fecha_nacimiento_vacio
786,Valeria Rojas Ortiz,valeria.rojas.ortiz2@seguro.sv,Masculino,,San Salvador,VIP,fecha_nacimiento_vacio
787,Diego Rojas García,diego.rojas.garcia3@example.com,Female,,San Salvador,PYME,fecha_nacimiento_vacio
788,Andrés López Santos,andres.lopez.santos4@example.com,Female,,SanSalvador,PREMIUM,fecha_nacimiento_vacio
790,Jorge Hernández García,jorge.hernandez.garcia6@seguro.sv,femenino,,Santa Ana,PYME,fecha_nacimiento_vacio
791,Juan Castillo Torres,juan.castillo.torres0@mail.com,m,,Sonsonate,Regular,fecha_nacimiento_vacio
795,Pedro Rojas Aguilar,pedro.rojas.aguilar4@correo.com,Masculino,,San Salvador,Premium,fecha_nacimiento_vacio
798,Daniela Ortiz Martínez,daniela.ortiz.martinez0@correo.com,m,,SS,PREMIUM,fecha_nacimiento_vacio
799,Ricardo Chávez Torres,ricardo.chavez.torres1@gmail.com,Mujer,,Sonso,Pyme,fecha_nacimiento_vacio
800,Marta Gómez Hernández,marta.gomez.hernandez2@mail.com,nan,,San salvador,PREMIUM,fecha_nacimiento_vacio
801,Paula Torres Ramírez,paula.torres.ramirez3@example.com,nan,,la libertad,VIP,fecha_nacimiento_vacio
802,Pedro López García,pedro.lopez.garcia4@mail.com,Fem,,la libertad,nan,fecha_nacimiento_vacio
803,Pedro Martínez López,pedro.martinez.lopez5@correo.com,Masculino,,Sta. Ana,nan,fecha_nacimiento_vacio
804,Diego Gómez Ramírez,diego.gomez.ramirez6@example.com,M,,SantaAna,vip,fecha_nacimiento_vacio
805,Marta Ramírez Castillo,marta.ramirez.castillo0@example.com,m,,Sonsonate,Pyme,fecha_nacimiento_vacio
806,María Hernández Pérez,maria.hernandez.perez1@correo.com,Hombre,,S. Miguel,nan,fecha_nacimiento_vacio
807,Andrés Cruz Martínez,andres.cruz.martinez2@correo.com,Hombre,,Sta. Ana,PREMIUM,fecha_nacimiento_vacio
808,Juan Flores Pérez,juan.flores.perez3@seguro.sv,Masculino,,La Libertad,vip,fecha_nacimiento_vacio
809,Carmen Mendoza Morales,carmen.mendoza.morales4@gmail.com,femenino,,Sonsonate,Premium,fecha_nacimiento_vacio
810,Marta Vásquez Mendoza,marta.vasquez.mendoza5@seguro.sv,nan,,Sonsonate,nan,fecha_nacimiento_vacio
811,Juan Ramírez Cruz,juan.ramirez.cruz6@correo.com,nan,,SanMiguel,Pyme,fecha_nacimiento_vacio
812,Jorge Gómez Vásquez,jorge.gomez.vasquez0@correo.com,M,,La Libertad,REGULAR,fecha_nacimiento_vacio
813,Diego Santos Martínez,diego.santos.martinez1@example.com,nan,,LaLibertad,Pyme,fecha_nacimiento_vacio
814,Pedro Aguilar Reyes,pedro.aguilar.reyes2@correo.com,nan,,San Miguel,REGULAR,fecha_nacimiento_vacio
815,María Castillo Mendoza,maria.castillo.mendoza3@mail.com,Female,,San Salvador,vip,fecha_nacimiento_vacio
816,Pedro Martínez Ortiz,pedro.martinez.ortiz4@example.com,Female,,san miguel,nan,fecha_nacimiento_vacio
817,Luis Ortiz Flores,luis.ortiz.flores5@example.com,femenino,,La Libertad,VIP,fecha_nacimiento_vacio
818,Ricardo Mendoza Pérez,ricardo.mendoza.perez6@correo.com,nan,,Sonsonate,nan,fecha_nacimiento_vacio
819,Paula Chávez Reyes,paula.chavez.reyes0@correo.com,nan,,SantaAna,PYME,fecha_nacimiento_vacio
820,Fernanda López Vásquez,fernanda.lopez.vasquez1@correo.com,Female,,L. Libertad,REGULAR,fecha_nacimiento_vacio
821,Diego Rojas Rojas,diego.rojas.rojas2@gmail.com,Female,,Sonsonate,nan,fecha_nacimiento_vacio
824,Carmen Hernández Ortiz,carmen.hernandez.ortiz5@gmail.com,nan,,santa ana,vip,fecha_nacimiento_vacio
825,Lucía Castillo Ramírez,lucia.castillo.ramirez6@gmail.com,M,,SS,nan,fecha_nacimiento_vacio
828,Sofía Mendoza Chávez,sofia.mendoza.chavez2@correo.com,nan,,La Libertad,PREMIUM,fecha_nacimiento_vacio
829,Daniela Reyes Santos,daniela.reyes.santos3@gmail.com,F,,SanMiguel,REGULAR,fecha_nacimiento_vacio
830,Carlos Morales Torres,carlos.morales.torres4@seguro.sv,Masculino,,Sonsonate,PYME,fecha_nacimiento_vacio
831,Lucía Gómez Santos,lucia.gomez.santos5@mail.com,Masculino,,San Miguel,Regular,fecha_nacimiento_vacio
832,María Ramírez Aguilar,maria.ramirez.aguilar6@gmail.com,M,,San Salvador,nan,fecha_nacimiento_vacio
833,Marta Rojas Chávez,marta.rojas.chavez0@gmail.com,F,,San Salvador,PYME,fecha_nacimiento_vacio
834,Lucía Reyes Morales,lucia.reyes.morales1@mail.com,Female,,Sta. Ana,PYME,fecha_nacimiento_vacio
835,Ricardo Chávez García,ricardo.chavez.garcia2@correo.com,nan,,L. Libertad,Premium,fecha_nacimiento_vacio
836,Carmen López Torres,carmen.lopez.torres3@mail.com,Hombre,,Santa Ana,VIP,fecha_nacimiento_vacio
838,Daniela Hernández Morales,daniela.hernandez.morales5@mail.com,Mujer,,SanSalvador,PREMIUM,fecha_nacimiento_vacio
839,Diego Vásquez Cruz,diego.vasquez.cruz6@seguro.sv,F,,san miguel,vip,fecha_nacimiento_vacio
840,Diego Hernández Gómez,diego.hernandez.gomez0@seguro.sv,Hombre,,S. Miguel,nan,fecha_nacimiento_vacio
841,Sofía Torres Ramírez,sofia.torres.ramirez1@seguro.sv,M,,Santa Ana,REGULAR,fecha_nacimiento_vacio
842,Marta Gómez López,marta.gomez.lopez2@mail.com,nan,,la libertad,vip,fecha_nacimiento_vacio
843,Valeria Torres Vásquez,valeria.torres.vasquez3@correo.com,nan,,Sonsonate,vip,fecha_nacimiento_vacio
844,Fernanda Santos Gómez,fernanda.santos.gomez4@gmail.com,femenino,,Sta. Ana,Premium,fecha_nacimiento_vacio
845,Marta Aguilar García,marta.aguilar.garcia5@gmail.com,nan,,sonsonate,nan,fecha_nacimiento_vacio
846,Jorge López Cruz,jorge.lopez.cruz6@mail.com,Female,,la libertad,nan,fecha_nacimiento_vacio
847,María Martínez Pérez,maria.martinez.perez0@correo.com,Fem,,Santa Ana,PREMIUM,fecha_nacimiento_vacio
848,Karla Chávez Reyes,karla.chavez.reyes1@mail.com,Hombre,,San Miguel,PREMIUM,fecha_nacimiento_vacio
849,Marta Reyes Cruz,marta.reyes.cruz2@correo.com,m,,Sonsonate,nan,fecha_nacimiento_vacio
850,Marta Gómez Chávez,marta.gomez.chavez3@correo.com,F,,santa ana,vip,fecha_nacimiento_vacio
851,Carmen Santos Ortiz,carmen.santos.ortiz4@correo.com,Hombre,,LaLibertad,Regular,fecha_nacimiento_vacio
852,Carmen Ramírez Cruz,carmen.ramirez.cruz5@correo.com,Female,,Sonsonate,PREMIUM,fecha_nacimiento_vacio
853,Valeria Aguilar García,valeria.aguilar.garcia6@correo.com,nan,,La Libertad,nan,fecha_nacimiento_vacio
854,Andrés Pérez Aguilar,andres.perez.aguilar0@seguro.sv,M,,Sonsonate,Premium,fecha_nacimiento_vacio
855,Fernanda Gómez Flores,fernanda.gomez.flores1@seguro.sv,Female,,Sonsonate,PYME,fecha_nacimiento_vacio
856,María Reyes Pérez,maria.reyes.perez2@correo.com,Masculino,,San Salvador,REGULAR,fecha_nacimiento_vacio
857,Ricardo Morales Rojas,ricardo.morales.rojas3@example.com,nan,,San Miguel,vip,fecha_nacimiento_vacio
858,Andrés Martínez Hernández,andres.martinez.hernandez4@correo.com,Masculino,,S. Miguel,nan,fecha_nacimiento_vacio
859,Ricardo Vásquez Martínez,ricardo.vasquez.martinez5@seguro.sv,Masculino,,La Libertad,REGULAR,fecha_nacimiento_vacio
860,Ana Pérez Flores,ana.perez.flores6@correo.com,Female,,Sonsonate,Premium,fecha_nacimiento_vacio
862,Andrés Gómez Rojas,andres.gomez.rojas1@gmail.com,Hombre,,Sonso,Pyme,fecha_nacimiento_vacio
863,María Hernández Santos,maria.hernandez.santos2@correo.com,Female,,L. Libertad,VIP,fecha_nacimiento_vacio
864,Carmen Aguilar López,carmen.aguilar.lopez3@seguro.sv,Hombre,,SanMiguel,Premium,fecha_nacimiento_vacio
866,Sofía Gómez Ramírez,sofia.gomez.ramirez5@correo.com,Female,,La Libertad,vip,fecha_nacimiento_vacio
867,Carmen García Castillo,carmen.garcia.castillo6@example.com,M,,San Salvador,PREMIUM,fecha_nacimiento_vacio
869,Daniela López Morales,daniela.lopez.morales1@example.com,nan,,San Miguel,Pyme,fecha_nacimiento_vacio
870,Marta Vásquez Reyes,marta.vasquez.reyes2@example.com,m,,La Libertad,VIP,fecha_nacimiento_vacio
871,Pedro Reyes Hernández,pedro.reyes.hernandez3@seguro.sv,Fem,,Sonsonate,nan,fecha_nacimiento_vacio
872,Valeria Cruz Vásquez,valeria.cruz.vasquez4@seguro.sv,Hombre,,Santa Ana,REGULAR,fecha_nacimiento_vacio
874,María Vásquez Rojas,maria.vasquez.rojas6@mail.com,nan,,sonsonate,Premium,fecha_nacimiento_vacio
876,José Aguilar Ortiz,jose.aguilar.ortiz1@correo.com,m,,SanSalvador,VIP,fecha_nacimiento_vacio
877,Carmen Reyes Morales,carmen.reyes.morales2@example.com,m,,San salvador,nan,fecha_nacimiento_vacio
878,Ricardo García Reyes,ricardo.garcia.reyes3@gmail.com,M,,LaLibertad,nan,fecha_nacimiento_vacio
879,Andrés Cruz Cruz,andres.cruz.cruz4@mail.com,M,,San Miguel,PREMIUM,fecha_nacimiento_vacio
880,José Santos Vásquez,jose.santos.vasquez5@seguro.sv,Mujer,,San Miguel,nan,fecha_nacimiento_vacio
881,Fernanda Ramírez Morales,fernanda.ramirez.morales6@example.com,m,,Sonsonate,nan,fecha_nacimiento_vacio
882,Diego Hernández Morales,diego.hernandez.morales0@seguro.sv,femenino,,san miguel,PYME,fecha_nacimiento_vacio
883,Paula Pérez Torres,paula.perez.torres1@mail.com,Mujer,,San Miguel,vip,fecha_nacimiento_vacio
884,Valeria Santos Aguilar,valeria.santos.aguilar2@seguro.sv,Female,,SS,Premium,fecha_nacimiento_vacio
885,Sofía Cruz Martínez,sofia.cruz.martinez3@seguro.sv,nan,,Santa Ana,nan,fecha_nacimiento_vacio
886,Lucía Reyes Rojas,lucia.reyes.rojas4@example.com,nan,,San Salvador,Regular,fecha_nacimiento_vacio
887,Carlos Ramírez Ortiz,carlos.ramirez.ortiz5@example.com,Mujer,,SanMiguel,Premium,fecha_nacimiento_vacio
888,Jorge Pérez Chávez,jorge.perez.chavez6@correo.com,Masculino,,Santa Ana,REGULAR,fecha_nacimiento_vacio
889,Jorge Hernández Pérez,jorge.hernandez.perez0@seguro.sv,m,,San Salvador,REGULAR,fecha_nacimiento_vacio
890,Ricardo Gómez Martínez,ricardo.gomez.martinez1@example.com,Mujer,,SantaAna,PREMIUM,fecha_nacimiento_vacio
891,Juan Hernández Cruz,juan.hernandez.cruz2@gmail.com,Fem,,SanSalvador,Pyme,fecha_nacimiento_vacio
892,Valeria Chávez Vásquez,valeria.chavez.vasquez3@mail.com,M,,sonsonate,VIP,fecha_nacimiento_vacio
893,Jorge Santos Santos,jorge.santos.santos4@mail.com,Mujer,,LaLibertad,Pyme,fecha_nacimiento_vacio
894,Carlos Santos Pérez,carlos.santos.perez5@gmail.com,Fem,,SanSalvador,nan,fecha_nacimiento_vacio
895,Fernanda Mendoza Aguilar,fernanda.mendoza.aguilar6@gmail.com,Hombre,,Santa Ana,Premium,fecha_nacimiento_vacio
896,Karla Gómez López,karla.gomez.lopez0@example.com,M,,Santa Ana,PREMIUM,fecha_nacimiento_vacio
897,Carmen García Ortiz,carmen.garcia.ortiz1@mail.com,M,,Sonso,REGULAR,fecha_nacimiento_vacio
899,Ricardo Reyes Mendoza,ricardo.reyes.mendoza3@gmail.com,Masculino,,San salvador,VIP,fecha_nacimiento_vacio
900,Sofía Pérez Castillo,sofia.perez.castillo4@gmail.com,Hombre,,Sonso,Regular,fecha_nacimiento_vacio
901,Luis Torres Rojas,luis.torres.rojas5@example.com,nan,,LaLibertad,vip,fecha_nacimiento_vacio
902,Valeria Rojas Pérez,valeria.rojas.perez6@example.com,m,,San Miguel,nan,fecha_nacimiento_vacio
903,Karla Gómez Rojas,karla.gomez.rojas0@seguro.sv,nan,,sonsonate,vip,fecha_nacimiento_vacio
904,Valeria Hernández Ortiz,valeria.hernandez.ortiz1@seguro.sv,M,,SS,REGULAR,fecha_nacimiento_vacio
905,Valeria Pérez Cruz,valeria.perez.cruz2@seguro.sv,M,,Santa Ana,Regular,fecha_nacimiento_vacio
908,Ricardo Santos Pérez,ricardo.santos.perez5@correo.com,m,,SantaAna,nan,fecha_nacimiento_vacio
909,Valeria Martínez Vásquez,valeria.martinez.vasquez6@gmail.com,nan,,SantaAna,REGULAR,fecha_nacimiento_vacio
910,Paula Mendoza Castillo,paula.mendoza.castillo0@gmail.com,Masculino,,SS,Pyme,fecha_nacimiento_vacio
912,Fernanda Aguilar López,fernanda.aguilar.lopez2@correo.com,nan,,Sonsonate,vip,fecha_nacimiento_vacio
914,Karla Martínez Torres,karla.martinez.torres4@gmail.com,Masculino,,SS,Premium,fecha_nacimiento_vacio
915,Daniela Vásquez Martínez,daniela.vasquez.martinez5@correo.com,femenino,,san miguel,nan,fecha_nacimiento_vacio
917,Daniela Martínez Chávez,daniela.martinez.chavez0@mail.com,femenino,,Sonsonate,REGULAR,fecha_nacimiento_vacio
918,Carlos Vásquez Hernández,carlos.vasquez.hernandez1@correo.com,nan,,San Salvador,Pyme,fecha_nacimiento_vacio
919,Ricardo Ramírez García,ricardo.ramirez.garcia2@correo.com,nan,,La Libertad,Premium,fecha_nacimiento_vacio
920,Valeria Cruz Aguilar,valeria.cruz.aguilar3@example.com,nan,,Sonso,vip,fecha_nacimiento_vacio
921,Paula Chávez Gómez,paula.chavez.gomez4@seguro.sv,F,,Santa Ana,PREMIUM,fecha_nacimiento_vacio
922,Carlos Martínez Pérez,carlos.martinez.perez5@example.com,F,,SantaAna,Regular,fecha_nacimiento_vacio
923,José Rojas Aguilar,jose.rojas.aguilar6@correo.com,femenino,,Sonsonate,Premium,fecha_nacimiento_vacio
924,José Hernández López,jose.hernandez.lopez0@gmail.com,F,,SS,Pyme,fecha_nacimiento_vacio
925,Karla López Rojas,karla.lopez.rojas1@seguro.sv,M,,Santa Ana,Premium,fecha_nacimiento_vacio
926,Daniela Gómez Cruz,daniela.gomez.cruz2@example.com,Masculino,,SantaAna,vip,fecha_nacimiento_vacio
927,Daniela Torres Gómez,daniela.torres.gomez3@gmail.com,m,,Santa Ana,Premium,fecha_nacimiento_vacio
929,Lucía Rojas Mendoza,lucia.rojas.mendoza5@correo.com,Masculino,,LaLibertad,VIP,fecha_nacimiento_vacio
930,Daniela Rojas Martínez,daniela.rojas.martinez6@example.com,Female,,la libertad,REGULAR,fecha_nacimiento_vacio
931,Juan Gómez Martínez,juan.gomez.martinez0@example.com,Masculino,,L. Libertad,nan,fecha_nacimiento_vacio
932,José Rojas Gómez,jose.rojas.gomez1@example.com,femenino,,San Salvador,VIP,fecha_nacimiento_vacio
935,Sofía Ramírez Chávez,sofia.ramirez.chavez4@gmail.com,Mujer,,SanMiguel,PREMIUM,fecha_nacimiento_vacio
937,José Rojas García,jose.rojas.garcia6@gmail.com,F,,Sonso,Premium,fecha_nacimiento_vacio
938,Carlos Martínez Santos,carlos.martinez.santos0@correo.com,nan,,Sonsonate,vip,fecha_nacimiento_vacio
940,Ana Gómez Santos,ana.gomez.santos2@mail.com,Hombre,,Sonsonate,Regular,fecha_nacimiento_vacio
941,Carlos Cruz Castillo,carlos.cruz.castillo3@mail.com,Fem,,San Salvador,PREMIUM,fecha_nacimiento_vacio
942,Carlos Martínez Pérez,carlos.martinez.perez4@example.com,F,,Santa Ana,vip,fecha_nacimiento_vacio
943,Ana Vásquez Torres,ana.vasquez.torres5@gmail.com,Female,,La Libertad,Regular,fecha_nacimiento_vacio
944,Marta Martínez López,marta.martinez.lopez6@example.com,Fem,,San Salvador,nan,fecha_nacimiento_vacio
945,José Morales Flores,jose.morales.flores0@gmail.com,Masculino,,Sta. Ana,Regular,fecha_nacimiento_vacio
946,Sofía Santos Morales,sofia.santos.morales1@seguro.sv,femenino,,La Libertad,PYME,fecha_nacimiento_vacio
947,Carmen Chávez Gómez,carmen.chavez.gomez2@seguro.sv,Fem,,SS,Premium,fecha_nacimiento_vacio
948,Carmen Morales Torres,carmen.morales.torres3@mail.com,nan,,LaLibertad,vip,fecha_nacimiento_vacio
949,Daniela Pérez López,daniela.perez.lopez4@seguro.sv,F,,San Salvador,Premium,fecha_nacimiento_vacio
950,Diego García Flores,diego.garcia.flores5@gmail.com,F,,San Salvador,REGULAR,fecha_nacimiento_vacio
951,María Ramírez Pérez,maria.ramirez.perez6@seguro.sv,Fem,,SanMiguel,Premium,fecha_nacimiento_vacio
952,Diego Martínez Ortiz,diego.martinez.ortiz0@gmail.com,M,,San Salvador,nan,fecha_nacimiento_vacio
953,Carlos Hernández Mendoza,carlos.hernandez.mendoza1@correo.com,F,,LaLibertad,Premium,fecha_nacimiento_vacio
954,Pedro Castillo Cruz,pedro.castillo.cruz2@mail.com,nan,,San salvador,vip,fecha_nacimiento_vacio
955,Carlos Vásquez García,carlos.vasquez.garcia3@example.com,M,,sonsonate,Premium,fecha_nacimiento_vacio
956,Andrés Mendoza Reyes,andres.mendoza.reyes4@seguro.sv,Fem,,Sonso,REGULAR,fecha_nacimiento_vacio
957,José Flores Aguilar,jose.flores.aguilar5@example.com,M,,santa ana,REGULAR,fecha_nacimiento_vacio
958,Luis Morales Chávez,luis.morales.chavez6@seguro.sv,M,,Sonsonate,Regular,fecha_nacimiento_vacio
959,Luis García Reyes,luis.garcia.reyes0@seguro.sv,femenino,,LaLibertad,PYME,fecha_nacimiento_vacio
960,Andrés Torres Reyes,andres.torres.reyes1@correo.com,nan,,Sonsonate,nan,fecha_nacimiento_vacio
962,Diego García Cruz,diego.garcia.cruz3@gmail.com,nan,,San Salvador,REGULAR,fecha_nacimiento_vacio
963,Pedro Pérez Castillo,pedro.perez.castillo4@gmail.com,nan,,santa ana,VIP,fecha_nacimiento_vacio
964,Luis Hernández Pérez,luis.hernandez.perez5@seguro.sv,femenino,,San Salvador,vip,fecha_nacimiento_vacio
965,Ricardo Torres Gómez,ricardo.torres.gomez6@correo.com,M,,San Salvador,nan,fecha_nacimiento_vacio
966,Andrés Pérez Gómez,andres.perez.gomez0@gmail.com,Female,,L. Libertad,PYME,fecha_nacimiento_vacio
967,Ana Castillo Hernández,ana.castillo.hernandez1@mail.com,Mujer,,sonsonate,VIP,fecha_nacimiento_vacio
969,Carmen Flores García,carmen.flores.garcia3@correo.com,Masculino,,Sonsonate,PREMIUM,fecha_nacimiento_vacio
970,Lucía Gómez Ortiz,lucia.gomez.ortiz4@seguro.sv,nan,,LaLibertad,Premium,fecha_nacimiento_vacio
971,Juan Vásquez Rojas,juan.vasquez.rojas5@mail.com,M,,Sonso,VIP,fecha_nacimiento_vacio
972,Diego Castillo Gómez,diego.castillo.gomez6@correo.com,Mujer,,san miguel,nan,fecha_nacimiento_vacio
973,Sofía Martínez Cruz,sofia.martinez.cruz0@gmail.com,Mujer,,Sonsonate,VIP,fecha_nacimiento_vacio
976,Lucía Aguilar Santos,lucia.aguilar.santos3@correo.com,m,,San Salvador,PREMIUM,fecha_nacimiento_vacio
978,Marta Castillo Vásquez,marta.castillo.vasquez5@seguro.sv,F,,santa ana,nan,fecha_nacimiento_vacio
979,Karla García Pérez,karla.garcia.perez6@seguro.sv,M,,Sta. Ana,nan,fecha_nacimiento_vacio
980,María Aguilar Hernández,maria.aguilar.hernandez0@example.com,Fem,,San Miguel,REGULAR,fecha_nacimiento_vacio
981,Pedro García García,pedro.garcia.garcia1@seguro.sv,Female,,SanMiguel,Premium,fecha_nacimiento_vacio
982,José Santos Aguilar,jose.santos.aguilar2@example.com,nan,,sonsonate,PYME,fecha_nacimiento_vacio
983,Pedro Mendoza Torres,pedro.mendoza.torres3@seguro.sv,Hombre,,San Miguel,nan,fecha_nacimiento_vacio
984,Juan Cruz Ortiz,juan.cruz.ortiz4@mail.com,Female,,Santa Ana,Pyme,fecha_nacimiento_vacio
985,María Cruz Morales,maria.cruz.morales5@example.com,nan,,Sonsonate,vip,fecha_nacimiento_vacio
986,María Gómez Hernández,maria.gomez.hernandez6@correo.com,nan,,SS,REGULAR,fecha_nacimiento_vacio
987,Karla Aguilar Ramírez,karla.aguilar.ramirez0@mail.com,Female,,San Salvador,Premium,fecha_nacimiento_vacio
988,Ricardo Pérez Ramírez,ricardo.perez.ramirez1@gmail.com,nan,,SanMiguel,PYME,fecha_nacimiento_vacio
989,Sofía Martínez Ramírez,sofia.martinez.ramirez2@seguro.sv,Female,,Santa Ana,Premium,fecha_nacimiento_vacio
991,Juan García Rojas,juan.garcia.rojas4@example.com,Fem,,SanMiguel,PYME,fecha_nacimiento_vacio
992,Ricardo Ortiz Gómez,ricardo.ortiz.gomez5@gmail.com,nan,,Sonsonate,PREMIUM,fecha_nacimiento_vacio
993,María Santos Torres,maria.santos.torres6@example.com,F,,la libertad,PYME,fecha_nacimiento_vacio
994,Marta Hernández Rojas,marta.hernandez.rojas0@mail.com,nan,,La Libertad,vip,fecha_nacimiento_vacio
995,Juan Ramírez Ramírez,juan.ramirez.ramirez1@correo.com,Mujer,,Sta. Ana,PREMIUM,fecha_nacimiento_vacio
996,Sofía Santos López,sofia.santos.lopez2@mail.com,Female,,Sonsonate,PYME,fecha_nacimiento_vacio
998,Paula Rojas Vásquez,paula.rojas.vasquez4@correo.com,Hombre,,L. Libertad,Pyme,fecha_nacimiento_vacio
999,Carlos Torres Hernández,carlos.torres.hernandez5@mail.com,M,,Sonsonate,vip,fecha_nacimiento_vacio
1000,Ricardo Torres Ortiz,ricardo.torres.ortiz6@gmail.com,Mujer,,SanMiguel,PREMIUM,fecha_nacimiento_vacio
1001,Diego Chávez Ortiz,diego.chavez.ortiz0@seguro.sv,M,,LaLibertad,Pyme,fecha_nacimiento_vacio
1002,Ana Vásquez Cruz,ana.vasquez.cruz1@example.com,Female,,Santa Ana,Pyme,fecha_nacimiento_vacio
1003,Juan López López,juan.lopez.lopez2@gmail.com,Mujer,,san miguel,nan,fecha_nacimiento_vacio
1005,Carmen Morales Reyes,carmen.morales.reyes4@correo.com,M,,Sonsonate,nan,fecha_nacimiento_vacio
1006,Lucía Flores Ortiz,lucia.flores.ortiz5@correo.com,M,,SanSalvador,VIP,fecha_nacimiento_vacio
1007,Jorge Pérez López,jorge.perez.lopez6@mail.com,Mujer,,San salvador,PYME,fecha_nacimiento_vacio
1009,Juan Flores García,juan.flores.garcia1@gmail.com,M,,La Libertad,vip,fecha_nacimiento_vacio
1010,José Pérez Castillo,jose.perez.castillo2@mail.com,M,,san miguel,Pyme,fecha_nacimiento_vacio
1011,José Aguilar López,jose.aguilar.lopez3@mail.com,Masculino,,L. Libertad,PYME,fecha_nacimiento_vacio
1013,Pedro Aguilar Torres,pedro.aguilar.torres5@correo.com,Hombre,,San salvador,nan,fecha_nacimiento_vacio
1014,Ana Ortiz López,ana.ortiz.lopez6@correo.com,Masculino,,San salvador,VIP,fecha_nacimiento_vacio
1015,Marta Pérez Cruz,marta.perez.cruz0@correo.com,Female,,la libertad,vip,fecha_nacimiento_vacio
1017,Carmen Ramírez Flores,carmen.ramirez.flores2@gmail.com,Female,,SantaAna,Pyme,fecha_nacimiento_vacio
1018,Paula Rojas Torres,paula.rojas.torres3@example.com,Mujer,,Sonsonate,Pyme,fecha_nacimiento_vacio
1019,Sofía Santos Vásquez,sofia.santos.vasquez4@mail.com,nan,,San Salvador,Regular,fecha_nacimiento_vacio
1020,Jorge Rojas Castillo,jorge.rojas.castillo5@gmail.com,femenino,,San Salvador,Premium,fecha_nacimiento_vacio
1021,Marta Rojas Gómez,marta.rojas.gomez6@correo.com,m,,san miguel,REGULAR,fecha_nacimiento_vacio
