id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento
1370,Luis Ortiz Reyes,luis.ortiz.reyes5@mail.com,nan,1945-02-01,Sonsonate,nan
1374,Valeria Vásquez Chávez,valeria.vasquez.chavez2@correo.com,nan,1982-12-26,san miguel,Premium
1378,Daniela Ramírez Cruz,daniela.ramirez.cruz6@gmail.com,Masculino,1959-06-19,SanMiguel,nan
1379,Andrés Vásquez Castillo,andres.vasquez.castillo0@seguro.sv,M,1959-02-26,L. Libertad,nan
1381,Paula López Ramírez,paula.lopez.ramirez2@correo.com,Female,1974-08-17,SantaAna,nan
1387,Juan Pérez Morales,juan.perez.morales1@correo.com,F,1982-06-02,SanMiguel,nan
1399,Andrés Cruz Ramírez,andres.cruz.ramirez6@seguro.sv,femenino,1944-06-26,SantaAna,PREMIUM
1402,Carmen Reyes Cruz,carmen.reyes.cruz2@gmail.com,Female,1954-07-28,La Libertad,Regular
1405,María Reyes Santos,maria.reyes.santos5@example.com,m,2009-03-15,San Salvador,Regular
1409,Luis Morales Vásquez,luis.morales.vasquez2@correo.com,Fem,1941-04-02,santa ana,vip
1416,Marta Santos Reyes,marta.santos.reyes2@correo.com,femenino,2002-08-25,Santa Ana,nan
1417,Diego Cruz Aguilar,diego.cruz.aguilar3@mail.com,femenino,1990-07-15,SanSalvador,Premium
1421,Sofía Torres Torres,sofia.torres.torres0@mail.com,Masculino,1950-10-19,Sonso,PREMIUM
1423,Pedro Chávez Pérez,pedro.chavez.perez2@gmail.com,Fem,1980-01-27,L. Libertad,vip
1434,Daniela Gómez Morales,daniela.gomez.morales6@mail.com,m,1959-02-02,S. Miguel,nan
1436,Lucía Hernández Castillo,lucia.hernandez.castillo1@gmail.com,m,1980-07-08,la libertad,Premium
1437,José Martínez Morales,jose.martinez.morales2@correo.com,Masculino,2012-03-09,san miguel,nan
1444,Carmen López Hernández,carmen.lopez.hernandez2@seguro.sv,Mujer,1947-09-22,S. Miguel,VIP
1449,Paula Aguilar Ortiz,paula.aguilar.ortiz0@example.com,Hombre,1954-09-14,Sta. Ana,REGULAR
1453,Luis Ramírez Morales,luis.ramirez.morales4@mail.com,Hombre,1947-05-02,San Salvador,vip
1455,Pedro Ortiz Morales,pedro.ortiz.morales6@seguro.sv,Masculino,1986-12-06,SanMiguel,vip
1456,Diego Chávez Pérez,diego.chavez.perez0@correo.com,F,2002-04-04,SanSalvador,Premium
1463,María Cruz Hernández,maria.cruz.hernandez0@example.com,Masculino,1980-10-16,La Libertad,REGULAR
1465,Paula García Mendoza,paula.garcia.mendoza2@gmail.com,nan,1956-04-04,SS,nan
1476,Sofía Aguilar Aguilar,sofia.aguilar.aguilar6@correo.com,nan,1982-12-13,Sonsonate,Premium
1477,Luis Mendoza Pérez,luis.mendoza.perez0@gmail.com,M,2008-03-24,santa ana,Pyme
1480,Carmen Cruz Torres,carmen.cruz.torres3@mail.com,nan,1986-10-06,SanSalvador,vip
1490,Valeria Aguilar Chávez,valeria.aguilar.chavez6@example.com,Hombre,1989-05-26,la libertad,Regular
1492,José Vásquez Martínez,jose.vasquez.martinez1@example.com,M,1943-09-06,Sonso,Premium
1494,Valeria Castillo Rojas,valeria.castillo.rojas3@gmail.com,Mujer,1961-08-04,San Miguel,REGULAR
1500,Ricardo Rojas Mendoza,ricardo.rojas.mendoza2@seguro.sv,Hombre,1970-09-16,LaLibertad,nan
1502,Pedro Morales Flores,pedro.morales.flores4@correo.com,nan,1962-04-26,La Libertad,nan
1505,Ricardo Gómez Gómez,ricardo.gomez.gomez0@gmail.com,Mujer,1959-08-29,Santa Ana,Pyme
1506,Pedro Martínez Cruz,pedro.martinez.cruz1@correo.com,M,1948-01-27,Sonsonate,Regular
1511,Ana Reyes Gómez,ana.reyes.gomez6@mail.com,Hombre,2008-10-01,SanSalvador,Premium
1513,Diego Chávez Gómez,diego.chavez.gomez1@correo.com,Fem,2003-09-19,San Salvador,Pyme
1524,Paula Vásquez Torres,paula.vasquez.torres5@mail.com,Hombre,1969-04-18,SanSalvador,PYME
1526,Paula Flores Pérez,paula.flores.perez0@correo.com,M,1952-10-03,L. Libertad,Pyme
1530,Marta Torres Vásquez,marta.torres.vasquez4@example.com,Mujer,1982-01-25,Sonso,REGULAR
1532,Valeria Reyes Mendoza,valeria.reyes.mendoza6@seguro.sv,F,1966-12-19,S. Miguel,vip
1536,Pedro Hernández Castillo,pedro.hernandez.castillo3@seguro.sv,nan,1961-02-21,SantaAna,Pyme
1537,Diego Castillo Cruz,diego.castillo.cruz4@example.com,Fem,1994-10-11,San Miguel,Pyme
1538,María Hernández García,maria.hernandez.garcia5@mail.com,Fem,1947-05-21,LaLibertad,vip
1541,Carmen Morales Aguilar,carmen.morales.aguilar1@example.com,Mujer,1949-08-24,San Salvador,Regular
1542,Luis García Chávez,luis.garcia.chavez2@correo.com,m,1994-05-19,SanSalvador,nan
1550,Ricardo Reyes Pérez,ricardo.reyes.perez3@correo.com,Hombre,1943-10-09,L. Libertad,PREMIUM
1552,Ricardo Mendoza Ramírez,ricardo.mendoza.ramirez5@gmail.com,Female,1958-12-08,La Libertad,nan
1553,Karla Torres Ramírez,karla.torres.ramirez6@mail.com,nan,1979-01-08,Sonso,nan
1569,Paula García Pérez,paula.garcia.perez1@gmail.com,M,1948-08-10,SantaAna,PYME
1573,Ana López Castillo,ana.lopez.castillo5@mail.com,Fem,1969-05-27,Sonsonate,vip
1580,Andrés López Mendoza,andres.lopez.mendoza5@correo.com,nan,1964-07-08,Santa Ana,Pyme
1596,Jorge Ramírez Morales,jorge.ramirez.morales0@gmail.com,Mujer,2000-02-04,San Miguel,Pyme
1598,Ricardo Cruz Rojas,ricardo.cruz.rojas2@mail.com,M,1990-06-16,santa ana,Pyme
1599,Juan Ramírez Chávez,juan.ramirez.chavez3@mail.com,M,1976-12-29,la libertad,PREMIUM
1609,Daniela Santos Santos,daniela.santos.santos6@correo.com,Mujer,1969-08-11,sonsonate,PYME
1610,Andrés Gómez Torres,andres.gomez.torres0@example.com,Female,2011-04-19,Santa Ana,PREMIUM
1614,María Reyes Mendoza,maria.reyes.mendoza4@example.com,femenino,1988-03-23,santa ana,VIP
1618,María García Ramírez,maria.garcia.ramirez1@mail.com,nan,1983-02-18,San Miguel,nan
1633,Carlos Martínez Gómez,carlos.martinez.gomez2@example.com,femenino,1976-03-06,Sta. Ana,PREMIUM
1634,Ana García Aguilar,ana.garcia.aguilar3@example.com,Female,1973-11-05,Sonsonate,nan
1640,Diego Martínez Rojas,diego.martinez.rojas2@mail.com,Mujer,1943-02-12,L. Libertad,Pyme
1645,María Hernández Mendoza,maria.hernandez.mendoza0@example.com,M,1997-05-09,san miguel,PREMIUM
1648,María García Flores,maria.garcia.flores3@example.com,Fem,1943-04-10,Sonsonate,VIP
1653,Carmen Rojas Santos,carmen.rojas.santos1@seguro.sv,nan,1949-10-04,Santa Ana,PREMIUM
1658,Paula Flores Santos,paula.flores.santos6@gmail.com,Mujer,2012-06-05,La Libertad,nan
1662,Carlos Pérez Rojas,carlos.perez.rojas3@mail.com,nan,1976-04-06,San Salvador,PYME
1665,Ana Castillo López,ana.castillo.lopez6@mail.com,Fem,1970-12-03,Sonsonate,REGULAR
1670,Ricardo Cruz López,ricardo.cruz.lopez4@gmail.com,nan,1940-08-01,LaLibertad,vip
1673,Juan Chávez Rojas,juan.chavez.rojas0@gmail.com,Masculino,2009-05-29,LaLibertad,Premium
1677,Jorge Torres García,jorge.torres.garcia4@mail.com,nan,2008-12-31,Sonso,vip
1680,Karla Gómez López,karla.gomez.lopez0@seguro.sv,Masculino,1974-01-28,san miguel,PYME
1685,María López Gómez,maria.lopez.gomez5@seguro.sv,Mujer,1997-05-01,Santa Ana,PREMIUM
1686,Valeria Mendoza Rojas,valeria.mendoza.rojas6@example.com,nan,1955-05-25,la libertad,Pyme
1692,Luis García Mendoza,luis.garcia.mendoza5@correo.com,M,1998-06-06,Sta. Ana,nan
1695,Karla Cruz Ortiz,karla.cruz.ortiz1@gmail.com,Female,1978-11-10,san miguel,Regular
1699,Valeria Morales García,valeria.morales.garcia5@seguro.sv,nan,1995-02-01,Sonsonate,Pyme
1701,Jorge Ramírez Aguilar,jorge.ramirez.aguilar0@gmail.com,femenino,2007-04-07,SanSalvador,Premium
1704,Pedro Flores Flores,pedro.flores.flores3@seguro.sv,nan,1956-05-17,la libertad,Premium
1705,Pedro Torres Castillo,pedro.torres.castillo4@correo.com,m,1956-08-28,Sonso,Pyme
1708,Carmen Morales Santos,carmen.morales.santos0@correo.com,femenino,1959-11-20,Sonso,vip
1716,Juan Vásquez Gómez,juan.vasquez.gomez1@gmail.com,M,1980-12-18,Sonsonate,nan
1730,Paula Vásquez López,paula.vasquez.lopez1@seguro.sv,nan,1987-10-10,SanSalvador,Premium
1734,Sofía Ramírez Chávez,sofia.ramirez.chavez5@correo.com,Mujer,2010-08-16,Santa Ana,REGULAR
1741,Daniela Aguilar Hernández,daniela.aguilar.hernandez5@example.com,Fem,1959-03-22,Sonsonate,PREMIUM
1743,Sofía Gómez Martínez,sofia.gomez.martinez0@gmail.com,nan,1943-12-28,La Libertad,nan
1744,Daniela Santos Chávez,daniela.santos.chavez1@example.com,m,1971-05-04,san miguel,PREMIUM
1747,Jorge García López,jorge.garcia.lopez4@gmail.com,Fem,2009-11-18,San Miguel,vip
1753,Diego Ramírez Torres,diego.ramirez.torres3@mail.com,Female,2006-12-30,SantaAna,Pyme
1757,Pedro Vásquez Morales,pedro.vasquez.morales0@mail.com,Masculino,2010-12-17,Sonso,Premium
1762,Andrés Santos López,andres.santos.lopez5@correo.com,Female,1976-12-28,SS,REGULAR
1773,Pedro Ortiz Mendoza,pedro.ortiz.mendoza2@seguro.sv,nan,2000-09-05,SanMiguel,VIP
1775,Andrés Morales Rojas,andres.morales.rojas4@gmail.com,M,1953-05-11,santa ana,PYME
1779,Diego García Reyes,diego.garcia.reyes1@example.com,Mujer,2010-05-18,Sonsonate,nan
1783,Diego Gómez Reyes,diego.gomez.reyes5@gmail.com,m,1979-03-13,Sonso,nan
1789,Luis Gómez Hernández,luis.gomez.hernandez4@example.com,Hombre,1980-06-26,Santa Ana,PYME
1792,Karla Morales García,karla.morales.garcia0@mail.com,Fem,2008-08-05,La Libertad,Regular
1800,Luis López Mendoza,luis.lopez.mendoza1@correo.com,Female,1991-06-26,La Libertad,nan
1808,Karla Ortiz Santos,karla.ortiz.santos2@mail.com,Hombre,2007-07-22,SanSalvador,PYME
1809,Fernanda Pérez Hernández,fernanda.perez.hernandez3@example.com,nan,1964-05-10,San salvador,REGULAR
1811,Diego Santos Morales,diego.santos.morales5@seguro.sv,Female,2002-06-26,La Libertad,Regular
1814,José García Aguilar,jose.garcia.aguilar1@mail.com,Masculino,1947-01-19,Sonsonate,Pyme
1815,Sofía Rojas Reyes,sofia.rojas.reyes2@correo.com,M,1962-04-19,Sonso,REGULAR
1816,Pedro Torres Martínez,pedro.torres.martinez3@mail.com,F,1973-12-31,Sonso,Premium
1819,Andrés Vásquez Aguilar,andres.vasquez.aguilar6@gmail.com,F,2007-11-06,L. Libertad,REGULAR
1825,Fernanda Mendoza Morales,fernanda.mendoza.morales5@mail.com,nan,2030-09-01,Sonsonate,PYME
1826,Ricardo Ortiz Pérez,ricardo.ortiz.perez6@correo.com,Mujer,1957-07-28,SanMiguel,VIP
1832,María Hernández Pérez,maria.hernandez.perez5@seguro.sv,Female,1957-05-13,Sonsonate,nan
1857,Pedro Ortiz Ramírez,pedro.ortiz.ramirez2@correo.com,Female,1978-07-26,SantaAna,nan
1873,Lucía Ortiz Vásquez,lucia.ortiz.vasquez4@mail.com,femenino,1940-07-23,San Salvador,vip
1875,María Martínez Vásquez,maria.martinez.vasquez6@seguro.sv,F,1960-05-26,santa ana,VIP
1888,Karla Hernández Cruz,karla.hernandez.cruz5@mail.com,nan,1948-12-11,La Libertad,nan
1892,Juan García Reyes,juan.garcia.reyes2@correo.com,femenino,1949-12-16,SanMiguel,nan
1898,Carmen Ortiz Vásquez,carmen.ortiz.vasquez1@correo.com,femenino,1971-01-19,san miguel,VIP
1899,Pedro Morales García,pedro.morales.garcia2@seguro.sv,Mujer,1942-12-25,San Salvador,Pyme
1908,Marta Santos Ortiz,marta.santos.ortiz4@seguro.sv,femenino,2010-11-14,Santa Ana,Premium
1915,Paula Aguilar Gómez,paula.aguilar.gomez4@seguro.sv,Hombre,2003-02-26,San Salvador,REGULAR
1947,Andrés Cruz Chávez,andres.cruz.chavez1@mail.com,F,1960-04-10,SanSalvador,nan
1949,Carmen Ramírez Vásquez,carmen.ramirez.vasquez3@correo.com,nan,1999-01-10,L. Libertad,Regular
1958,Pedro Ramírez Cruz,pedro.ramirez.cruz5@seguro.sv,Masculino,1953-04-23,Santa Ana,nan
1961,Paula Martínez Mendoza,paula.martinez.mendoza1@seguro.sv,M,1956-10-24,santa ana,Pyme
1963,Fernanda Gómez García,fernanda.gomez.garcia3@seguro.sv,Female,1984-03-24,SanMiguel,PYME
1968,Valeria Hernández Cruz,valeria.hernandez.cruz1@example.com,Masculino,1940-07-25,San Miguel,nan
1978,Luis Chávez Morales,luis.chavez.morales4@seguro.sv,femenino,2000-07-20,Sonsonate,nan
1979,Ricardo Ortiz Rojas,ricardo.ortiz.rojas5@correo.com,m,1971-08-13,san miguel,vip
1980,Karla García Morales,karla.garcia.morales6@mail.com,Hombre,1969-07-01,san miguel,PREMIUM
1989,Andrés Castillo Cruz,andres.castillo.cruz1@gmail.com,Female,1947-01-11,Sonsonate,nan
1991,Valeria Castillo Cruz,valeria.castillo.cruz3@mail.com,Female,1967-07-30,SanSalvador,nan
1992,Karla Santos Cruz,karla.santos.cruz4@example.com,Female,2007-07-21,L. Libertad,PREMIUM
1994,Marta Mendoza Rojas,marta.mendoza.rojas6@seguro.sv,Masculino,1951-07-06,Sonsonate,nan
1998,Valeria Santos Rojas,valeria.santos.rojas3@mail.com,Fem,1967-04-23,Santa Ana,VIP
2001,María Santos Torres,maria.santos.torres6@example.com,femenino,1959-08-05,san miguel,Regular
2002,Marta Morales Morales,marta.morales.morales0@correo.com,Hombre,1959-11-08,San Miguel,PREMIUM
2005,Andrés Mendoza Morales,andres.mendoza.morales3@mail.com,F,2010-02-07,san miguel,nan
2013,Valeria Vásquez Ramírez,valeria.vasquez.ramirez4@correo.com,Masculino,1945-01-10,Sonso,PYME
2020,Valeria Mendoza Pérez,valeria.mendoza.perez4@correo.com,nan,1962-03-12,San salvador,vip
2027,Sofía Castillo Castillo,sofia.castillo.castillo4@mail.com,Female,1967-02-05,Sonsonate,nan
2036,Fernanda Reyes Hernández,fernanda.reyes.hernandez6@mail.com,Masculino,1957-06-14,San Salvador,Regular
2038,Carmen García Vásquez,carmen.garcia.vasquez1@mail.com,femenino,2007-03-19,SantaAna,nan
2039,Andrés Ortiz Aguilar,andres.ortiz.aguilar2@mail.com,M,1976-01-07,San Salvador,REGULAR
2044,Ana Castillo García,ana.castillo.garcia0@gmail.com,Female,1944-01-30,Santa Ana,Regular
2046,Andrés Santos Torres,andres.santos.torres2@example.com,Mujer,1993-04-18,San salvador,nan
2061,Jorge Hernández Pérez,jorge.hernandez.perez3@example.com,Mujer,1969-01-14,Sonsonate,Premium
2063,Jorge Torres López,jorge.torres.lopez5@seguro.sv,Fem,1979-12-05,LaLibertad,nan
2064,Carlos García Chávez,carlos.garcia.chavez6@seguro.sv,F,1991-07-03,San Salvador,nan
2067,Paula Mendoza Reyes,paula.mendoza.reyes2@gmail.com,Hombre,1958-07-03,SanSalvador,Regular
2070,Fernanda Torres Martínez,fernanda.torres.martinez5@correo.com,Female,1941-08-15,S. Miguel,nan
2075,Carlos Hernández Ortiz,carlos.hernandez.ortiz3@correo.com,nan,1963-06-03,SanMiguel,PYME
2082,Ricardo Morales Castillo,ricardo.morales.castillo3@example.com,femenino,1988-07-20,Santa Ana,Pyme
2093,Sofía Rojas García,sofia.rojas.garcia0@correo.com,Masculino,2010-08-26,sonsonate,Pyme
2099,María Castillo Cruz,maria.castillo.cruz6@correo.com,Mujer,1958-10-31,Sonso,Pyme
2101,Fernanda Torres Ortiz,fernanda.torres.ortiz1@gmail.com,F,1970-07-12,Sta. Ana,Premium
2103,Valeria Mendoza Mendoza,valeria.mendoza.mendoza3@gmail.com,nan,1966-09-10,SanMiguel,Premium
2104,Fernanda Vásquez Aguilar,fernanda.vasquez.aguilar4@gmail.com,femenino,1969-06-24,Santa Ana,vip
2105,Jorge Martínez Gómez,jorge.martinez.gomez5@gmail.com,nan,1952-11-13,Sonsonate,Premium
2109,Marta Rojas Ortiz,marta.rojas.ortiz2@gmail.com,Masculino,1950-03-27,La Libertad,vip
2110,Valeria Reyes Santos,valeria.reyes.santos3@mail.com,Mujer,1941-01-07,Santa Ana,PYME
2144,Lucía Rojas Pérez,lucia.rojas.perez2@correo.com,nan,1946-04-15,Sonsonate,VIP
2154,Carlos Ortiz López,carlos.ortiz.lopez5@example.com,femenino,2000-09-30,Sonso,vip
2155,Lucía Martínez Pérez,lucia.martinez.perez6@mail.com,femenino,1949-06-27,Sonsonate,Premium
2158,Carlos Chávez Flores,carlos.chavez.flores2@correo.com,nan,1942-02-13,San Salvador,vip
2166,Lucía López López,lucia.lopez.lopez3@mail.com,nan,1992-01-01,santa ana,Premium
2178,María Gómez Torres,maria.gomez.torres1@gmail.com,Fem,1948-06-30,San Miguel,nan
2179,José Rojas García,jose.rojas.garcia2@example.com,femenino,1996-05-15,SS,Pyme
2194,Lucía Flores Castillo,lucia.flores.castillo3@mail.com,M,1997-09-01,la libertad,nan
2199,Diego López Hernández,diego.lopez.hernandez1@example.com,Mujer,2003-07-16,La Libertad,PREMIUM
2201,Juan Ramírez Hernández,juan.ramirez.hernandez3@gmail.com,Mujer,1993-05-08,San Salvador,vip
2208,José Torres Aguilar,jose.torres.aguilar3@correo.com,m,1953-11-14,Sonsonate,Regular
2210,José López Gómez,jose.lopez.gomez5@mail.com,m,2011-08-13,S. Miguel,PYME
2217,Daniela García Cruz,daniela.garcia.cruz5@mail.com,nan,1942-02-11,San Salvador,REGULAR
2239,José Hernández García,jose.hernandez.garcia6@seguro.sv,nan,1981-09-12,SanSalvador,vip
2242,Sofía Santos Gómez,sofia.santos.gomez2@correo.com,nan,1956-10-16,Sonsonate,vip
2246,Lucía Santos Cruz,lucia.santos.cruz6@seguro.sv,Fem,1950-02-24,SanMiguel,Pyme
2249,Diego Pérez Chávez,diego.perez.chavez2@seguro.sv,Fem,2002-11-12,San salvador,nan
2255,Pedro Castillo Cruz,pedro.castillo.cruz1@example.com,Hombre,1995-08-06,San Salvador,PREMIUM
2258,Carlos Reyes Martínez,carlos.reyes.martinez4@gmail.com,Hombre,1960-04-11,Sonso,PREMIUM
2266,Luis Mendoza Morales,luis.mendoza.morales5@correo.com,F,1962-08-06,La Libertad,PYME
2278,Fernanda Gómez Gómez,fernanda.gomez.gomez3@mail.com,M,1956-06-20,Sta. Ana,Pyme
2293,Fernanda Chávez López,fernanda.chavez.lopez4@seguro.sv,Mujer,1947-10-06,sonsonate,Premium
2295,Ricardo Gómez Cruz,ricardo.gomez.cruz6@example.com,Masculino,1964-02-07,La Libertad,Regular
2312,Luis Pérez Hernández,luis.perez.hernandez2@example.com,m,2002-04-21,La Libertad,nan
2314,Ana Aguilar Ramírez,ana.aguilar.ramirez4@correo.com,Hombre,2012-08-18,San Salvador,nan
2316,Ana Ortiz Rojas,ana.ortiz.rojas6@correo.com,nan,1967-08-18,san miguel,VIP
2325,Daniela García Chávez,daniela.garcia.chavez1@gmail.com,Fem,1954-04-18,La Libertad,Premium
2332,Luis Castillo Gómez,luis.castillo.gomez1@correo.com,nan,1998-12-31,San Salvador,vip
2339,Andrés Castillo Santos,andres.castillo.santos1@gmail.com,Female,1946-08-11,la libertad,Premium
2341,Ana Morales Rojas,ana.morales.rojas3@seguro.sv,Mujer,1975-09-20,la libertad,PREMIUM
2343,Diego Ramírez Reyes,diego.ramirez.reyes5@seguro.sv,nan,2007-06-03,Sonsonate,PYME
2354,Paula Torres Rojas,paula.torres.rojas2@gmail.com,nan,1976-09-11,SanMiguel,Premium
2358,Jorge Gómez Martínez,jorge.gomez.martinez6@gmail.com,Mujer,1953-02-25,San Salvador,PREMIUM
2363,Pedro García Flores,pedro.garcia.flores4@example.com,F,1971-07-20,San Salvador,REGULAR
2368,Sofía Santos Morales,sofia.santos.morales2@mail.com,Masculino,1975-04-26,San Miguel,nan
2384,Fernanda Santos Hernández,fernanda.santos.hernandez4@gmail.com,F,1940-12-24,San salvador,VIP
2386,Pedro Santos Chávez,pedro.santos.chavez6@correo.com,M,2002-06-14,SantaAna,VIP
2389,Daniela García Hernández,daniela.garcia.hernandez2@gmail.com,M,1990-01-04,Sonsonate,REGULAR
2392,Diego Rojas Hernández,diego.rojas.hernandez5@correo.com,Female,2012-09-29,La Libertad,PYME
2398,Jorge Martínez Reyes,jorge.martinez.reyes4@gmail.com,M,2004-10-31,Sonsonate,Pyme
2403,Sofía Pérez Torres,sofia.perez.torres2@correo.com,Masculino,2002-09-03,L. Libertad,Regular
2420,Juan Santos Torres,juan.santos.torres5@mail.com,Female,1968-04-04,santa ana,Pyme
2425,Lucía Chávez Mendoza,lucia.chavez.mendoza3@gmail.com,Hombre,2002-06-13,santa ana,PREMIUM
2426,Paula Mendoza Ortiz,paula.mendoza.ortiz4@example.com,m,1998-03-21,San Miguel,Pyme
2427,Daniela Martínez Morales,daniela.martinez.morales5@correo.com,Female,2002-07-30,SanMiguel,Regular
2429,Paula Torres Flores,paula.torres.flores0@seguro.sv,Masculino,1990-11-25,Santa Ana,nan
2433,Ricardo Rojas Flores,ricardo.rojas.flores4@seguro.sv,femenino,2030-07-17,La Libertad,Premium
2436,Sofía Ramírez Mendoza,sofia.ramirez.mendoza0@seguro.sv,F,1976-06-21,Sta. Ana,PYME
2443,Marta Aguilar Cruz,marta.aguilar.cruz0@mail.com,femenino,1991-05-30,Sonsonate,Premium
2450,Lucía Torres Flores,lucia.torres.flores0@seguro.sv,Female,1954-11-14,Santa Ana,PYME
2457,Marta Ramírez Santos,marta.ramirez.santos0@gmail.com,Hombre,1987-01-31,SanSalvador,PREMIUM
2458,Paula Mendoza García,paula.mendoza.garcia1@example.com,nan,1971-08-24,San Salvador,nan
2462,María Ortiz Ortiz,maria.ortiz.ortiz5@gmail.com,m,1948-12-13,Sonsonate,vip
2464,Juan Chávez Santos,juan.chavez.santos0@correo.com,Mujer,1951-11-02,SantaAna,nan
2466,Juan Cruz Reyes,juan.cruz.reyes2@example.com,nan,1943-12-20,Sonsonate,nan
2486,Ana Santos Santos,ana.santos.santos1@correo.com,M,1974-06-29,SantaAna,Pyme
2490,Ricardo Vásquez Torres,ricardo.vasquez.torres5@seguro.sv,nan,2006-06-03,SS,Premium
2499,Luis Vásquez García,luis.vasquez.garcia0@gmail.com,nan,1950-04-08,Sonsonate,nan
2509,Ricardo Martínez Hernández,ricardo.martinez.hernandez3@example.com,Mujer,1968-04-06,Santa Ana,vip
2515,Luis Ramírez Castillo,luis.ramirez.castillo2@example.com,Female,1956-08-28,LaLibertad,VIP
2517,Diego Rojas Chávez,diego.rojas.chavez4@correo.com,Female,1997-02-11,Sonso,Premium
2522,Sofía Ortiz Santos,sofia.ortiz.santos2@seguro.sv,Fem,2002-09-08,Sonso,PREMIUM
2523,Luis Castillo Ramírez,luis.castillo.ramirez3@seguro.sv,nan,2003-06-08,Sta. Ana,vip
2524,Marta Aguilar García,marta.aguilar.garcia4@seguro.sv,Masculino,1954-01-20,Sta. Ana,Regular
2525,Sofía Castillo Rojas,sofia.castillo.rojas5@seguro.sv,Masculino,1989-03-18,SanSalvador,vip
2529,Carmen López Hernández,carmen.lopez.hernandez2@seguro.sv,nan,1964-07-27,San Salvador,Premium
2532,Lucía Ramírez Ramírez,lucia.ramirez.ramirez5@correo.com,Mujer,1993-08-20,San Miguel,PREMIUM
2542,Juan Cruz Castillo,juan.cruz.castillo1@correo.com,Female,1952-12-14,S. Miguel,nan
2549,Juan Aguilar Castillo,juan.aguilar.castillo1@seguro.sv,M,1995-02-22,san miguel,PREMIUM
2553,Carlos Aguilar García,carlos.aguilar.garcia5@gmail.com,Mujer,2003-06-25,San Miguel,nan
2559,Daniela Chávez Hernández,daniela.chavez.hernandez4@seguro.sv,nan,2030-11-27,Sonsonate,Regular
2569,Carlos Pérez Ortiz,carlos.perez.ortiz0@gmail.com,m,1943-04-08,sonsonate,VIP
2573,Ana Ortiz Flores,ana.ortiz.flores4@mail.com,nan,1956-09-26,La Libertad,VIP
2576,Lucía Reyes Pérez,lucia.reyes.perez0@correo.com,nan,1979-11-06,SS,nan
2594,Sofía Pérez Cruz,sofia.perez.cruz4@seguro.sv,nan,1947-06-07,SS,REGULAR
2598,Jorge Gómez Ortiz,jorge.gomez.ortiz1@example.com,nan,1947-10-06,SanSalvador,vip
2601,Pedro Santos Pérez,pedro.santos.perez4@seguro.sv,m,1946-06-04,San Miguel,REGULAR
2603,Ana Cruz Chávez,ana.cruz.chavez6@correo.com,Mujer,1970-03-15,sonsonate,PREMIUM
2604,María Ramírez Pérez,maria.ramirez.perez0@gmail.com,m,1963-04-18,LaLibertad,nan
2606,Andrés Reyes Santos,andres.reyes.santos2@example.com,Masculino,1946-06-03,Santa Ana,vip
2610,Paula Mendoza Castillo,paula.mendoza.castillo6@correo.com,Female,1992-10-23,S. Miguel,vip
2611,Ana Castillo Rojas,ana.castillo.rojas0@mail.com,nan,1996-02-11,Santa Ana,Pyme
2613,Andrés Aguilar Gómez,andres.aguilar.gomez2@example.com,F,1993-08-01,La Libertad,PREMIUM
2620,Luis Pérez López,luis.perez.lopez2@gmail.com,Female,1944-05-24,san miguel,Pyme
2625,María Hernández Reyes,maria.hernandez.reyes0@seguro.sv,femenino,1966-03-05,San Salvador,VIP
2631,Juan Pérez Chávez,juan.perez.chavez6@mail.com,nan,2010-11-25,Sonsonate,PREMIUM
2636,Luis Ortiz Vásquez,luis.ortiz.vasquez4@correo.com,Masculino,1962-02-24,Sonsonate,Premium
2643,Ricardo Aguilar Aguilar,ricardo.aguilar.aguilar4@mail.com,M,1980-11-24,san miguel,REGULAR
2646,Juan Vásquez Aguilar,juan.vasquez.aguilar0@seguro.sv,M,2002-01-21,La Libertad,nan
2662,Ana García Martínez,ana.garcia.martinez2@gmail.com,F,1945-02-06,Sonsonate,PREMIUM
2663,María Ortiz Chávez,maria.ortiz.chavez3@mail.com,Female,1986-09-29,San salvador,nan
2664,Diego Reyes Flores,diego.reyes.flores4@gmail.com,Fem,1945-10-13,San Salvador,PREMIUM
2668,Juan Vásquez Ortiz,juan.vasquez.ortiz1@correo.com,F,1959-01-10,LaLibertad,PREMIUM
2669,Karla Chávez Torres,karla.chavez.torres2@correo.com,M,1985-03-14,Sonsonate,Regular
2671,Andrés Aguilar Hernández,andres.aguilar.hernandez4@seguro.sv,Fem,1985-09-02,sonsonate,Pyme
2677,Lucía Castillo López,lucia.castillo.lopez3@gmail.com,femenino,1989-04-04,SS,VIP
2691,Carlos Ortiz Cruz,carlos.ortiz.cruz3@example.com,m,1999-05-02,la libertad,Pyme
2696,Paula Gómez López,paula.gomez.lopez1@example.com,Fem,1944-08-02,Santa Ana,VIP
2712,Valeria Cruz Mendoza,valeria.cruz.mendoza3@mail.com,Female,1989-11-19,San Miguel,Regular
2715,Paula Gómez Torres,paula.gomez.torres6@example.com,Female,1994-09-10,SS,Regular
2719,Paula Ramírez Gómez,paula.ramirez.gomez3@seguro.sv,Fem,1985-09-07,San Salvador,nan
2722,Daniela Chávez Aguilar,daniela.chavez.aguilar6@example.com,femenino,1940-02-02,Sonsonate,REGULAR
